Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I10434,S11434,Medium,Keep up the great work!,8/27/2024,Fall 2024
I10435,S11435,Low,Consider reaching out to your academic coach.,2/21/2025,Spring 2025
I10436,S11436,Medium,"You’re doing well, stay consistent.",5/9/2024,Spring 2024
I10437,S11437,Medium,Attendance could be improved.,2/13/2025,Spring 2025
I10438,S11438,Low,"You’re doing well, stay consistent.",3/15/2025,Spring 2025
I10439,S11439,Low,"You’re doing well, stay consistent.",3/13/2024,Spring 2024
I10440,S11440,Medium,"You’re doing well, stay consistent.",1/4/2024,Spring 2024
I10441,S11441,Low,Keep up the great work!,11/3/2024,Fall 2024
I10442,S11442,Low,Attendance could be improved.,3/13/2025,Spring 2025
I10443,S11443,Low,"You’re doing well, stay consistent.",3/5/2024,Spring 2024
I10444,S11444,High,"You’re doing well, stay consistent.",5/24/2025,Spring 2025
I10445,S11445,Low,Consider reaching out to your academic coach.,1/16/2024,Spring 2024
I10446,S11446,Medium,Consider reaching out to your academic coach.,6/5/2024,Fall 2024
I10447,S11447,Medium,Attendance could be improved.,11/4/2024,Fall 2024
I10448,S11448,Medium,Consider reaching out to your academic coach.,10/5/2025,Spring 2025
I10449,S11449,Low,Attendance could be improved.,9/29/2024,Fall 2024
I10450,S11450,Low,Attendance could be improved.,1/14/2024,Spring 2024
I10451,S11451,Low,Keep up the great work!,3/27/2024,Spring 2024
I10452,S11452,Low,"You’re doing well, stay consistent.",10/25/2024,Fall 2024
I10453,S11453,Low,Consider reaching out to your academic coach.,8/1/2025,Spring 2025
I10454,S11454,Medium,Attendance could be improved.,5/22/2024,Spring 2024
I10455,S11455,Low,Consider reaching out to your academic coach.,2/3/2025,Spring 2025
I10456,S11456,Medium,Attendance could be improved.,4/27/2025,Spring 2025
I10457,S11457,Low,"You’re doing well, stay consistent.",2/4/2024,Spring 2024
I10458,S11458,Low,Attendance could be improved.,3/27/2024,Spring 2024
I10459,S11459,High,Attendance could be improved.,8/4/2024,Fall 2024
I10460,S11460,High,Attendance could be improved.,3/3/2024,Spring 2024
I10461,S11461,Medium,Consider reaching out to your academic coach.,8/11/2024,Fall 2024
I10462,S11462,Low,Attendance could be improved.,11/15/2024,Fall 2024
I10463,S11463,High,"You’re doing well, stay consistent.",12/19/2024,Fall 2024
I10464,S11464,High,Consider reaching out to your academic coach.,5/30/2025,Spring 2025
I10465,S11465,Medium,Keep up the great work!,8/3/2024,Fall 2024
I10466,S11466,Low,Attendance could be improved.,5/4/2025,Spring 2025
I10467,S11467,Medium,"You’re doing well, stay consistent.",4/30/2024,Spring 2024
I10468,S11468,High,Attendance could be improved.,9/3/2025,Spring 2025
I10469,S11469,High,"You’re doing well, stay consistent.",1/22/2025,Spring 2025
I10470,S11470,Low,Consider reaching out to your academic coach.,2/24/2024,Spring 2024
I10471,S11471,Low,Keep up the great work!,1/12/2025,Spring 2025
I10472,S11472,Medium,Consider reaching out to your academic coach.,11/7/2024,Fall 2024
I10473,S11473,Medium,Keep up the great work!,6/11/2024,Fall 2024
I10474,S11474,Low,Attendance could be improved.,12/19/2024,Fall 2024
I10475,S11475,Low,Consider reaching out to your academic coach.,6/26/2025,Spring 2025
I10476,S11476,Medium,Consider reaching out to your academic coach.,7/26/2024,Fall 2024
I10477,S11477,Low,Attendance could be improved.,4/10/2024,Spring 2024
I10478,S11478,Low,Attendance could be improved.,7/9/2024,Fall 2024
I10479,S11479,Low,"You’re doing well, stay consistent.",2/15/2025,Spring 2025
I10480,S11480,Medium,"You’re doing well, stay consistent.",2/11/2024,Spring 2024
I10481,S11481,Low,Keep up the great work!,12/28/2024,Fall 2024
I10482,S11482,Medium,Consider reaching out to your academic coach.,9/27/2025,Spring 2025
I10483,S11483,Low,Keep up the great work!,10/9/2024,Fall 2024
I10484,S11484,Low,"You’re doing well, stay consistent.",12/22/2024,Fall 2024
I10485,S11485,Low,Keep up the great work!,1/20/2024,Spring 2024
I10486,S11486,Low,Attendance could be improved.,3/10/2025,Spring 2025
I10487,S11487,Low,"You’re doing well, stay consistent.",9/14/2025,Spring 2025
I10488,S11488,Low,Attendance could be improved.,11/26/2024,Fall 2024
I10489,S11489,Medium,Attendance could be improved.,9/4/2024,Fall 2024
I10490,S11490,Low,"You’re doing well, stay consistent.",6/14/2024,Fall 2024
I10491,S11491,Low,Attendance could be improved.,7/7/2025,Spring 2025
I10492,S11492,Low,Consider reaching out to your academic coach.,12/14/2024,Fall 2024
I10493,S11493,Low,Keep up the great work!,3/23/2025,Spring 2025
I10494,S11494,High,"You’re doing well, stay consistent.",2/26/2024,Spring 2024
I10495,S11495,Medium,Keep up the great work!,3/26/2025,Spring 2025
I10496,S11496,Low,Keep up the great work!,5/15/2024,Spring 2024
I10497,S11497,Medium,Keep up the great work!,6/12/2025,Spring 2025
I10498,S11498,Medium,Keep up the great work!,5/7/2024,Spring 2024
I10499,S11499,Medium,Consider reaching out to your academic coach.,10/4/2024,Fall 2024
I10500,S11500,Low,"You’re doing well, stay consistent.",7/15/2025,Spring 2025
I10501,S11501,Medium,Attendance could be improved.,9/1/2025,Spring 2025
I10502,S11502,Low,Keep up the great work!,1/6/2025,Spring 2025
I10503,S11503,Low,Keep up the great work!,1/3/2024,Spring 2024
I10504,S11504,Medium,"You’re doing well, stay consistent.",9/23/2025,Spring 2025
I10505,S11505,High,Consider reaching out to your academic coach.,7/25/2024,Fall 2024
I10506,S11506,Low,"You’re doing well, stay consistent.",5/12/2025,Spring 2025
I10507,S11507,High,Attendance could be improved.,1/27/2025,Spring 2025
I10508,S11508,Low,Attendance could be improved.,9/30/2025,Spring 2025
I10509,S11509,Low,Keep up the great work!,6/13/2024,Fall 2024
I10510,S11510,Medium,Consider reaching out to your academic coach.,4/26/2025,Spring 2025
I10511,S11511,High,"You’re doing well, stay consistent.",5/22/2025,Spring 2025
I10512,S11512,Low,Keep up the great work!,10/1/2024,Fall 2024
I10513,S11513,Medium,Consider reaching out to your academic coach.,6/16/2024,Fall 2024
I10514,S11514,Low,Keep up the great work!,2/24/2025,Spring 2025
I10515,S11515,Medium,Consider reaching out to your academic coach.,11/28/2024,Fall 2024
I10516,S11516,Medium,Attendance could be improved.,9/4/2025,Spring 2025
I10517,S11517,Medium,Keep up the great work!,6/22/2025,Spring 2025
I10518,S11518,High,Attendance could be improved.,5/8/2025,Spring 2025
I10519,S11519,Low,Consider reaching out to your academic coach.,10/11/2024,Fall 2024
I10520,S11520,Low,Attendance could be improved.,5/1/2025,Spring 2025
I10521,S11521,Low,Keep up the great work!,8/2/2025,Spring 2025
I10522,S11522,Medium,Consider reaching out to your academic coach.,9/15/2024,Fall 2024
I10523,S11523,Medium,Consider reaching out to your academic coach.,11/2/2024,Fall 2024
I10524,S11524,Medium,Attendance could be improved.,11/28/2024,Fall 2024
I10525,S11525,Low,Consider reaching out to your academic coach.,11/30/2024,Fall 2024
I10526,S11526,Low,Keep up the great work!,4/20/2024,Spring 2024
I10527,S11527,Low,"You’re doing well, stay consistent.",1/28/2024,Spring 2024
I10528,S11528,Medium,Attendance could be improved.,8/26/2025,Spring 2025
I10529,S11529,Low,Attendance could be improved.,5/10/2025,Spring 2025
I10530,S11530,Low,Attendance could be improved.,5/26/2025,Spring 2025
I10531,S11531,Low,Attendance could be improved.,3/18/2025,Spring 2025
I10532,S11532,Low,Attendance could be improved.,6/28/2025,Spring 2025
I10533,S11533,Medium,Consider reaching out to your academic coach.,4/13/2024,Spring 2024
I10534,S11534,High,Keep up the great work!,9/11/2025,Spring 2025
I10535,S11535,Low,Attendance could be improved.,1/18/2024,Spring 2024
I10536,S11536,Medium,Attendance could be improved.,12/13/2024,Fall 2024
I10537,S11537,Medium,Keep up the great work!,7/5/2025,Spring 2025
I10538,S11538,Medium,"You’re doing well, stay consistent.",5/11/2024,Spring 2024
I10539,S11539,High,Attendance could be improved.,1/18/2025,Spring 2025
I10540,S11540,High,Attendance could be improved.,9/25/2025,Spring 2025
I10541,S11541,High,"You’re doing well, stay consistent.",6/10/2025,Spring 2025
I10542,S11542,Low,"You’re doing well, stay consistent.",10/24/2024,Fall 2024
I10543,S11543,High,Keep up the great work!,3/20/2024,Spring 2024
I10544,S11544,High,Keep up the great work!,4/29/2025,Spring 2025
I10545,S11545,High,Consider reaching out to your academic coach.,3/4/2025,Spring 2025
I10546,S11546,Medium,Attendance could be improved.,8/6/2024,Fall 2024
I10547,S11547,Low,Keep up the great work!,12/25/2024,Fall 2024
I10548,S11548,Low,Keep up the great work!,4/28/2025,Spring 2025
I10549,S11549,Low,"You’re doing well, stay consistent.",12/18/2024,Fall 2024
I10550,S11550,Low,Keep up the great work!,6/23/2025,Spring 2025
I10551,S11551,Low,Consider reaching out to your academic coach.,5/1/2025,Spring 2025
I10552,S11552,Medium,Attendance could be improved.,2/29/2024,Spring 2024
I10553,S11553,Medium,Keep up the great work!,4/13/2024,Spring 2024
I10554,S11554,Low,Attendance could be improved.,10/10/2024,Fall 2024
I10555,S11555,High,"You’re doing well, stay consistent.",7/18/2024,Fall 2024
I10556,S11556,High,Attendance could be improved.,9/25/2024,Fall 2024
I10557,S11557,Low,Keep up the great work!,2/2/2024,Spring 2024
I10558,S11558,Medium,Consider reaching out to your academic coach.,6/16/2025,Spring 2025
I10559,S11559,Low,"You’re doing well, stay consistent.",4/11/2024,Spring 2024
I10560,S11560,Low,Attendance could be improved.,3/28/2024,Spring 2024
I10561,S11561,High,"You’re doing well, stay consistent.",12/28/2024,Fall 2024
I10562,S11562,Low,Attendance could be improved.,9/8/2024,Fall 2024
I10563,S11563,Medium,Attendance could be improved.,4/22/2025,Spring 2025
I10564,S11564,Medium,Keep up the great work!,7/12/2025,Spring 2025
I10565,S11565,Low,Attendance could be improved.,5/5/2025,Spring 2025
I10566,S11566,Low,Attendance could be improved.,9/19/2025,Spring 2025
I10567,S11567,Low,"You’re doing well, stay consistent.",10/26/2024,Fall 2024
I10568,S11568,Medium,Keep up the great work!,2/23/2024,Spring 2024
I10569,S11569,Low,"You’re doing well, stay consistent.",5/16/2025,Spring 2025
I10570,S11570,Low,Keep up the great work!,2/10/2024,Spring 2024
I10571,S11571,Medium,Attendance could be improved.,7/21/2024,Fall 2024
I10572,S11572,Low,Consider reaching out to your academic coach.,6/24/2024,Fall 2024
I10573,S11573,Low,Consider reaching out to your academic coach.,6/30/2025,Spring 2025
I10574,S11574,Medium,Keep up the great work!,7/8/2024,Fall 2024
I10575,S11575,High,Attendance could be improved.,3/17/2024,Spring 2024
I10576,S11576,Low,Consider reaching out to your academic coach.,5/23/2024,Spring 2024
I10577,S11577,High,Consider reaching out to your academic coach.,12/23/2024,Fall 2024
I10578,S11578,Low,Consider reaching out to your academic coach.,12/24/2024,Fall 2024
I10579,S11579,Low,Keep up the great work!,4/5/2025,Spring 2025
I10580,S11580,High,Consider reaching out to your academic coach.,5/4/2024,Spring 2024
I10581,S11581,Low,Attendance could be improved.,5/15/2024,Spring 2024
I10582,S11582,Low,Keep up the great work!,10/17/2024,Fall 2024
I10583,S11583,Low,Attendance could be improved.,2/22/2025,Spring 2025
I10584,S11584,High,Attendance could be improved.,1/5/2024,Spring 2024
I10585,S11585,Low,Attendance could be improved.,2/4/2024,Spring 2024
I10586,S11586,Medium,Consider reaching out to your academic coach.,10/9/2025,Spring 2025
I10587,S11587,Low,Keep up the great work!,11/22/2024,Fall 2024
I10588,S11588,Low,Attendance could be improved.,5/8/2025,Spring 2025
I10589,S11589,High,Attendance could be improved.,2/15/2024,Spring 2024
I10590,S11590,Low,Keep up the great work!,4/16/2024,Spring 2024
I10591,S11591,Medium,Consider reaching out to your academic coach.,5/16/2025,Spring 2025
I10592,S11592,High,Keep up the great work!,4/18/2025,Spring 2025
I10593,S11593,Medium,Attendance could be improved.,1/20/2024,Spring 2024
I10594,S11594,Medium,Attendance could be improved.,7/8/2025,Spring 2025
I10595,S11595,High,Attendance could be improved.,8/23/2025,Spring 2025
I10596,S11596,Low,Attendance could be improved.,9/25/2024,Fall 2024
I10597,S11597,Medium,Consider reaching out to your academic coach.,4/30/2025,Spring 2025
I10598,S11598,Medium,Attendance could be improved.,1/5/2025,Spring 2025
I10599,S11599,Medium,Keep up the great work!,1/9/2024,Spring 2024
I10600,S11600,Medium,Attendance could be improved.,3/24/2024,Spring 2024
I10601,S11601,Medium,"You’re doing well, stay consistent.",8/17/2025,Spring 2025
I10602,S11602,Low,Keep up the great work!,8/25/2024,Fall 2024
I10603,S11603,Low,Attendance could be improved.,1/29/2025,Spring 2025
I10604,S11604,Low,Keep up the great work!,4/7/2024,Spring 2024
I10605,S11605,High,Consider reaching out to your academic coach.,3/15/2024,Spring 2024
I10606,S11606,Medium,Consider reaching out to your academic coach.,12/4/2024,Fall 2024
I10607,S11607,High,"You’re doing well, stay consistent.",4/10/2024,Spring 2024
I10608,S11608,Low,Consider reaching out to your academic coach.,1/23/2024,Spring 2024
I10609,S11609,Low,Attendance could be improved.,5/8/2024,Spring 2024
I10610,S11610,Low,Keep up the great work!,6/8/2025,Spring 2025
I10611,S11611,Medium,Consider reaching out to your academic coach.,1/15/2024,Spring 2024
I10612,S11612,Medium,Consider reaching out to your academic coach.,8/7/2025,Spring 2025
I10613,S11613,Low,Keep up the great work!,1/26/2024,Spring 2024
I10614,S11614,Low,Consider reaching out to your academic coach.,10/15/2024,Fall 2024
I10615,S11615,Low,Consider reaching out to your academic coach.,8/20/2025,Spring 2025
I10616,S11616,High,Attendance could be improved.,5/3/2025,Spring 2025
I10617,S11617,Low,Attendance could be improved.,5/12/2024,Spring 2024
I10618,S11618,High,"You’re doing well, stay consistent.",4/9/2025,Spring 2025
I10619,S11619,High,Consider reaching out to your academic coach.,4/25/2025,Spring 2025
I10620,S11620,Low,"You’re doing well, stay consistent.",4/30/2025,Spring 2025
I10621,S11621,Low,Attendance could be improved.,7/20/2024,Fall 2024
I10622,S11622,Low,Consider reaching out to your academic coach.,6/6/2025,Spring 2025
I10623,S11623,High,Attendance could be improved.,10/1/2025,Spring 2025
I10624,S11624,High,Keep up the great work!,7/9/2024,Fall 2024
I10625,S11625,High,"You’re doing well, stay consistent.",9/29/2024,Fall 2024
I10626,S11626,Low,Keep up the great work!,10/5/2024,Fall 2024
I10627,S11627,Medium,Keep up the great work!,1/22/2024,Spring 2024
I10628,S11628,Low,Keep up the great work!,10/10/2024,Fall 2024
I10629,S11629,Low,Consider reaching out to your academic coach.,7/1/2025,Spring 2025
I10630,S11630,Low,Keep up the great work!,6/22/2025,Spring 2025
I10631,S11631,High,Keep up the great work!,7/5/2025,Spring 2025
I10632,S11632,Low,Attendance could be improved.,8/2/2025,Spring 2025
I10633,S11633,Medium,Keep up the great work!,8/21/2024,Fall 2024
I10634,S11634,High,Consider reaching out to your academic coach.,10/17/2024,Fall 2024
I10635,S11635,Medium,Keep up the great work!,8/22/2025,Spring 2025
I10636,S11636,Low,Consider reaching out to your academic coach.,3/10/2025,Spring 2025
I10637,S11637,High,Attendance could be improved.,7/9/2024,Fall 2024
I10638,S11638,Medium,Attendance could be improved.,2/19/2025,Spring 2025
I10639,S11639,Low,Attendance could be improved.,6/28/2024,Fall 2024
I10640,S11640,Medium,Attendance could be improved.,5/17/2025,Spring 2025
I10641,S11641,Low,Consider reaching out to your academic coach.,9/26/2025,Spring 2025
I10642,S11642,High,Consider reaching out to your academic coach.,7/16/2024,Fall 2024
I10643,S11643,Low,Keep up the great work!,9/18/2025,Spring 2025
I10644,S11644,Low,Attendance could be improved.,11/17/2024,Fall 2024
I10645,S11645,Low,"You’re doing well, stay consistent.",11/4/2024,Fall 2024
I10646,S11646,Low,"You’re doing well, stay consistent.",8/9/2024,Fall 2024
I10647,S11647,Medium,"You’re doing well, stay consistent.",1/20/2024,Spring 2024
I10648,S11648,Medium,Attendance could be improved.,6/12/2024,Fall 2024
I10649,S11649,Low,Keep up the great work!,12/18/2024,Fall 2024
I10650,S11650,Low,"You’re doing well, stay consistent.",5/8/2025,Spring 2025
I10651,S11651,Low,Consider reaching out to your academic coach.,10/9/2024,Fall 2024
I10652,S11652,Medium,Consider reaching out to your academic coach.,9/20/2024,Fall 2024
I10653,S11653,High,Consider reaching out to your academic coach.,9/10/2024,Fall 2024
